 secu_abbr chi_name listed_state secu_code secu_market listed_sector hs_code
4021 "亿 华 通" 北京亿华通科技股份有限公司 上市 688339 上海证券交易所 科创板 688339.SH
4022 "百 奥 泰" 百奥泰生物制药股份有限公司 上市 688177 上海证券交易所 科创板 688177.SH
4023 成都先导 成都先导药物开发股份有限公司 上市 688222 上海证券交易所 科创板 688222.SH
4024 财富趋势 深圳市财富趋势科技股份有限公司 上市 688318 上海证券交易所 科创板 688318.SH
4025 云涌科技 江苏云涌电子科技股份有限公司 上市 688060 上海证券交易所 科创板 688060.SH
4026 深圳瑞捷 深圳瑞捷工程咨询股份有限公司 上市 300977 深圳证券交易所 创业板 300977.SZ
4027 财达证券 财达证券股份有限公司 上市 600906 上海证券交易所 主板 600906.SH
4028 "德 固 特" 青岛德固特节能装备股份有限公司 上市 300950 深圳证券交易所 创业板 300950.SZ
4029 海优新材 上海海优威新材料股份有限公司 上市 688680 上海证券交易所 科创板 688680.SH
4030 通源环境 安徽省通源环境节能股份有限公司 上市 688679 上海证券交易所 科创板 688679.SH
4031 中金公司 中国国际金融股份有限公司 上市 601995 上海证券交易所 主板 601995.SH
4032 中科通达 武汉中科通达高新技术股份有限公司 上市 688038 上海证券交易所 科创板 688038.SH
4033 巨一科技 安徽巨一科技股份有限公司 上市 688162 上海证券交易所 科创板 688162.SH
4034 统联精密 深圳市泛海统联精密制造股份有限公司 上市 688210 上海证券交易所 科创板 688210.SH
4035 禾迈股份 杭州禾迈电力电子股份有限公司 上市 688032 上海证券交易所 科创板 688032.SH
4036 时代电气 株洲中车时代电气股份有限公司 上市 688187 上海证券交易所 科创板 688187.SH
4037 中自科技 中自环保科技股份有限公司 上市 688737 上海证券交易所 科创板 688737.SH
4038 炬芯科技 炬芯科技股份有限公司 上市 688049 上海证券交易所 科创板 688049.SH
4039 纽威数控 纽威数控装备(苏州)股份有限公司 上市 688697 上海证券交易所 科创板 688697.SH
4040 光庭信息 武汉光庭信息技术股份有限公司 上市 301221 深圳证券交易所 创业板 301221.SZ
4041 赛科希德 北京赛科希德科技股份有限公司 上市 688338 上海证券交易所 科创板 688338.SH
4042 新致软件 上海新致软件股份有限公司 上市 688590 上海证券交易所 科创板 688590.SH
4043 "安 必 平" 广州安必平医药科技股份有限公司 上市 688393 上海证券交易所 科创板 688393.SH
4044 冠中生态 青岛冠中生态股份有限公司 上市 300948 深圳证券交易所 创业板 300948.SZ
4045 浙江自然 浙江大自然户外用品股份有限公司 上市 605080 上海证券交易所 主板 605080.SH
4046 朗特智能 深圳朗特智能控制股份有限公司 上市 300916 深圳证券交易所 创业板 300916.SZ
4047 三和管桩 广东三和管桩股份有限公司 上市 003037 深圳证券交易所 主板 003037.SZ
4048 世茂能源 宁波世茂能源股份有限公司 上市 605028 上海证券交易所 主板 605028.SH
4049 宁波方正 宁波方正汽车模具股份有限公司 上市 300998 深圳证券交易所 创业板 300998.SZ
4050 铜牛信息 北京铜牛信息科技股份有限公司 上市 300895 深圳证券交易所 创业板 300895.SZ
4051 "奥 普 特" 广东奥普特科技股份有限公司 上市 688686 上海证券交易所 科创板 688686.SH
4052 华瓷股份 湖南华联瓷业股份有限公司 上市 001216 深圳证券交易所 主板 001216.SZ
4053 "英 威 腾" 深圳市英威腾电气股份有限公司 上市 002334 深圳证券交易所 主板 002334.SZ
4054 "人 人 乐" 人人乐连锁商业集团股份有限公司 上市 002336 深圳证券交易所 主板 002336.SZ
4055 赛象科技 天津赛象科技股份有限公司 上市 002337 深圳证券交易所 主板 002337.SZ
4056 科华数据 科华数据股份有限公司 上市 002335 深圳证券交易所 主板 002335.SZ
4057 奥普光电 长春奥普光电技术股份有限公司 上市 002338 深圳证券交易所 主板 002338.SZ
4058 "*ST 中新" 中新科技集团股份有限公司 上市 603996 上海证券交易所 主板 603996.SH
4059 "大 宏 立" 成都大宏立机器股份有限公司 上市 300865 深圳证券交易所 创业板 300865.SZ
4060 海量数据 北京海量数据技术股份有限公司 上市 603138 上海证券交易所 主板 603138.SH
4061 克来机电 上海克来机电自动化工程股份有限公司 上市 603960 上海证券交易所 主板 603960.SH
4062 "寿 仙 谷" 浙江寿仙谷医药股份有限公司 上市 603896 上海证券交易所 主板 603896.SH
4063 "道 道 全" 道道全粮油股份有限公司 上市 002852 深圳证券交易所 主板 002852.SZ
4064 中孚信息 中孚信息股份有限公司 上市 300659 深圳证券交易所 创业板 300659.SZ
4065 意华股份 温州意华接插件股份有限公司 上市 002897 深圳证券交易所 主板 002897.SZ
4066 祥和实业 浙江天台祥和实业股份有限公司 上市 603500 上海证券交易所 主板 603500.SH
4067 川恒股份 贵州川恒化工股份有限公司 上市 002895 深圳证券交易所 主板 002895.SZ
4068 大博医疗 大博医疗科技股份有限公司 上市 002901 深圳证券交易所 主板 002901.SZ
4069 正川股份 重庆正川医药包装材料股份有限公司 上市 603976 上海证券交易所 主板 603976.SH
4070 金房节能 北京金房暖通节能技术股份有限公司 上市 001210 深圳证券交易所 主板 001210.SZ
4071 丽岛新材 江苏丽岛新材料股份有限公司 上市 603937 上海证券交易所 主板 603937.SH
4072 壹网壹创 杭州壹网壹创科技股份有限公司 上市 300792 深圳证券交易所 创业板 300792.SZ
4073 五方光电 湖北五方光电股份有限公司 上市 002962 深圳证券交易所 主板 002962.SZ
4074 "森 麒 麟" 青岛森麒麟轮胎股份有限公司 上市 002984 深圳证券交易所 主板 002984.SZ
4075 "吉 贝 尔" 江苏吉贝尔药业股份有限公司 上市 688566 上海证券交易所 科创板 688566.SH
4076 南新制药 湖南南新制药股份有限公司 上市 688189 上海证券交易所 科创板 688189.SH
4077 "埃 夫 特" 埃夫特智能装备股份有限公司 上市 688165 上海证券交易所 科创板 688165.SH
4078 三友医疗 上海三友医疗器械股份有限公司 上市 688085 上海证券交易所 科创板 688085.SH
4079 "华 润 微" 华润微电子有限公司 上市 688396 上海证券交易所 科创板 688396.SH
4080 百龙创园 山东百龙创园生物科技股份有限公司 上市 605016 上海证券交易所 主板 605016.SH
4081 法本信息 深圳市法本信息技术股份有限公司 上市 300925 深圳证券交易所 创业板 300925.SZ
4082 润阳科技 浙江润阳新材料科技股份有限公司 上市 300920 深圳证券交易所 创业板 300920.SZ
4083 杭华股份 杭华油墨股份有限公司 上市 688571 上海证券交易所 科创板 688571.SH
4084 "奇 安 信" 奇安信科技集团股份有限公司 上市 688561 上海证券交易所 科创板 688561.SH
4085 明冠新材 明冠新材料股份有限公司 上市 688560 上海证券交易所 科创板 688560.SH
4086 科兴制药 科兴生物制药股份有限公司 上市 688136 上海证券交易所 科创板 688136.SH
4087 智洋创新 智洋创新科技股份有限公司 上市 688191 上海证券交易所 科创板 688191.SH
4088 工大高科 合肥工大高科信息科技股份有限公司 上市 688367 上海证券交易所 科创板 688367.SH
4089 菜百股份 北京菜市口百货股份有限公司 上市 605599 上海证券交易所 主板 605599.SH
4090 "诺 唯 赞" 南京诺唯赞生物科技股份有限公司 上市 688105 上海证券交易所 科创板 688105.SH
4091 澳华内镜 上海澳华内镜股份有限公司 上市 688212 上海证券交易所 科创板 688212.SH
4092 华强科技 湖北华强科技股份有限公司 上市 688151 上海证券交易所 科创板 688151.SH
4093 安路科技 上海安路信息科技股份有限公司 上市 688107 上海证券交易所 科创板 688107.SH
4094 津膜科技 天津膜天膜科技股份有限公司 上市 300334 深圳证券交易所 创业板 300334.SZ
4095 天和防务 西安天和防务技术股份有限公司 上市 300397 深圳证券交易所 创业板 300397.SZ
4096 长亮科技 深圳市长亮科技股份有限公司 上市 300348 深圳证券交易所 创业板 300348.SZ
4097 谱尼测试 谱尼测试集团股份有限公司 上市 300887 深圳证券交易所 创业板 300887.SZ
4098 开元教育 开元教育科技集团股份有限公司 上市 300338 深圳证券交易所 创业板 300338.SZ
4099 "奥 瑞 金" 奥瑞金科技股份有限公司 上市 002701 深圳证券交易所 主板 002701.SZ
4100 吉翔股份 锦州吉翔钼业股份有限公司 上市 603399 上海证券交易所 主板 603399.SH
4101 银邦股份 银邦金属复合材料股份有限公司 上市 300337 深圳证券交易所 创业板 300337.SZ
4102 "乔 治 白" 浙江乔治白服饰股份有限公司 上市 002687 深圳证券交易所 主板 002687.SZ
4103 顾地科技 顾地科技股份有限公司 上市 002694 深圳证券交易所 主板 002694.SZ
4104 天壕环境 天壕环境股份有限公司 上市 300332 深圳证券交易所 创业板 300332.SZ
4105 宜安科技 东莞宜安科技股份有限公司 上市 300328 深圳证券交易所 创业板 300328.SZ
4106 金卡智能 金卡智能集团股份有限公司 上市 300349 深圳证券交易所 创业板 300349.SZ
4107 立方数科 立方数科股份有限公司 上市 300344 深圳证券交易所 创业板 300344.SZ
4108 博实股份 哈尔滨博实自动化股份有限公司 上市 002698 深圳证券交易所 主板 002698.SZ
4109 华灿光电 华灿光电股份有限公司 上市 300323 深圳证券交易所 创业板 300323.SZ
4110 迪森股份 广州迪森热能技术股份有限公司 上市 300335 深圳证券交易所 创业板 300335.SZ
4111 昇兴股份 昇兴集团股份有限公司 上市 002752 深圳证券交易所 主板 002752.SZ
4112 隆鑫通用 隆鑫通用动力股份有限公司 上市 603766 上海证券交易所 主板 603766.SH
4113 泰格医药 杭州泰格医药科技股份有限公司 上市 300347 深圳证券交易所 创业板 300347.SZ
4114 麦克奥迪 麦克奥迪(厦门)电气股份有限公司 上市 300341 深圳证券交易所 创业板 300341.SZ
4115 奋达科技 深圳市奋达科技股份有限公司 上市 002681 深圳证券交易所 主板 002681.SZ
4116 "亿 利 达" 浙江亿利达风机股份有限公司 上市 002686 深圳证券交易所 主板 002686.SZ
4117 宏大爆破 广东宏大爆破股份有限公司 上市 002683 深圳证券交易所 主板 002683.SZ
4118 华森制药 重庆华森制药股份有限公司 上市 002907 深圳证券交易所 主板 002907.SZ
4119 浙商银行 浙商银行股份有限公司 上市 601916 上海证券交易所 主板 601916.SH
4120 鹏鼎控股 鹏鼎控股(深圳)股份有限公司 上市 002938 深圳证券交易所 主板 002938.SZ
4121 宁德时代 宁德时代新能源科技股份有限公司 上市 300750 深圳证券交易所 创业板 300750.SZ
4122 唐源电气 成都唐源电气股份有限公司 上市 300789 深圳证券交易所 创业板 300789.SZ
4123 麒盛科技 麒盛科技股份有限公司 上市 603610 上海证券交易所 主板 603610.SH
4124 上声电子 苏州上声电子股份有限公司 上市 688533 上海证券交易所 科创板 688533.SH
4125 诺泰生物 江苏诺泰澳赛诺生物制药股份有限公司 上市 688076 上海证券交易所 科创板 688076.SH
4126 泽宇智能 江苏泽宇智能电力股份有限公司 上市 301179 深圳证券交易所 创业板 301179.SZ
4127 容知日新 安徽容知日新科技股份有限公司 上市 688768 上海证券交易所 科创板 688768.SH
4128 "易 事 特" 易事特集团股份有限公司 上市 300376 深圳证券交易所 创业板 300376.SZ
4129 浩丰科技 北京浩丰创源科技股份有限公司 上市 300419 深圳证券交易所 创业板 300419.SZ
4130 特一药业 特一药业集团股份有限公司 上市 002728 深圳证券交易所 主板 002728.SZ
4131 "海 洋 王" 海洋王照明科技股份有限公司 上市 002724 深圳证券交易所 主板 002724.SZ
4132 龙大美食 山东龙大美食股份有限公司 上市 002726 深圳证券交易所 主板 002726.SZ
4133 安硕信息 上海安硕信息技术股份有限公司 上市 300380 深圳证券交易所 创业板 300380.SZ
4134 晶方科技 苏州晶方半导体科技股份有限公司 上市 603005 上海证券交易所 主板 603005.SH
4135 恒华科技 北京恒华伟业科技股份有限公司 上市 300365 深圳证券交易所 创业板 300365.SZ
4136 "东 方 通" 北京东方通科技股份有限公司 上市 300379 深圳证券交易所 创业板 300379.SZ
4137 全通教育 全通教育集团(广东)股份有限公司 上市 300359 深圳证券交易所 创业板 300359.SZ
4138 天利科技 江西天利科技股份有限公司 上市 300399 深圳证券交易所 创业板 300399.SZ
4139 秦港股份 秦皇岛港股份有限公司 上市 601326 上海证券交易所 主板 601326.SH
4140 川仪股份 重庆川仪自动化股份有限公司 上市 603100 上海证券交易所 主板 603100.SH
4141 金逸影视 广州金逸影视传媒股份有限公司 上市 002905 深圳证券交易所 主板 002905.SZ
4142 思美传媒 思美传媒股份有限公司 上市 002712 深圳证券交易所 主板 002712.SZ
4143 飞天诚信 飞天诚信科技股份有限公司 上市 300386 深圳证券交易所 创业板 300386.SZ
4144 科隆股份 辽宁科隆精细化工股份有限公司 上市 300405 深圳证券交易所 创业板 300405.SZ
4145 富邦股份 湖北富邦科技股份有限公司 上市 300387 深圳证券交易所 创业板 300387.SZ
4146 鼎捷软件 鼎捷软件股份有限公司 上市 300378 深圳证券交易所 创业板 300378.SZ
4147 "福 莱 特" 福莱特玻璃集团股份有限公司 上市 601865 上海证券交易所 主板 601865.SH
4148 康弘药业 成都康弘药业集团股份有限公司 上市 002773 深圳证券交易所 主板 002773.SZ
4149 横店影视 横店影视股份有限公司 上市 603103 上海证券交易所 主板 603103.SH
4150 中源家居 中源家居股份有限公司 上市 603709 上海证券交易所 主板 603709.SH
4151 泰坦股份 浙江泰坦股份有限公司 上市 003036 深圳证券交易所 主板 003036.SZ
4152 "同 庆 楼" 同庆楼餐饮股份有限公司 上市 605108 上海证券交易所 主板 605108.SH
4153 绿色动力 绿色动力环保集团股份有限公司 上市 601330 上海证券交易所 主板 601330.SH
4154 名臣健康 名臣健康用品股份有限公司 上市 002919 深圳证券交易所 主板 002919.SZ
4155 中铝国际 中铝国际工程股份有限公司 上市 601068 上海证券交易所 主板 601068.SH
4156 神农集团 云南神农农业产业集团股份有限公司 上市 605296 上海证券交易所 主板 605296.SH
4157 联诚精密 山东联诚精密制造股份有限公司 上市 002921 深圳证券交易所 主板 002921.SZ
4158 合力科技 宁波合力科技股份有限公司 上市 603917 上海证券交易所 主板 603917.SH
4159 宇环数控 宇环数控机床股份有限公司 上市 002903 深圳证券交易所 主板 002903.SZ
4160 "英 派 斯" 青岛英派斯健康科技股份有限公司 上市 002899 深圳证券交易所 主板 002899.SZ
4161 "爱 婴 室" 上海爱婴室商务服务股份有限公司 上市 603214 上海证券交易所 主板 603214.SH
4162 中大力德 宁波中大力德智能传动股份有限公司 上市 002896 深圳证券交易所 主板 002896.SZ
4163 振江股份 江苏振江新能源装备股份有限公司 上市 603507 上海证券交易所 主板 603507.SH
4164 万泰生物 北京万泰生物药业股份有限公司 上市 603392 上海证券交易所 主板 603392.SH
4165 海川智能 广东海川智能机器股份有限公司 上市 300720 深圳证券交易所 创业板 300720.SZ
4166 "爱 乐 达" 成都爱乐达航空制造股份有限公司 上市 300696 深圳证券交易所 创业板 300696.SZ
4167 电工合金 江阴电工合金股份有限公司 上市 300697 深圳证券交易所 创业板 300697.SZ
4168 华信新材 江苏华信新材料股份有限公司 上市 300717 深圳证券交易所 创业板 300717.SZ
4169 "英 可 瑞" 深圳市英可瑞科技股份有限公司 上市 300713 深圳证券交易所 创业板 300713.SZ
4170 中环环保 安徽中环环保科技股份有限公司 上市 300692 深圳证券交易所 创业板 300692.SZ
4171 天地数码 杭州天地数码科技股份有限公司 上市 300743 深圳证券交易所 创业板 300743.SZ
4172 奥雅设计 深圳奥雅设计股份有限公司 上市 300949 深圳证券交易所 创业板 300949.SZ
4173 维康药业 浙江维康药业股份有限公司 上市 300878 深圳证券交易所 创业板 300878.SZ
4174 浩通科技 徐州浩通新材料科技股份有限公司 上市 301026 深圳证券交易所 创业板 301026.SZ
4175 精研科技 江苏精研科技股份有限公司 上市 300709 深圳证券交易所 创业板 300709.SZ
4176 科创信息 湖南科创信息技术股份有限公司 上市 300730 深圳证券交易所 创业板 300730.SZ
4177 "瑞 芯 微" 瑞芯微电子股份有限公司 上市 603893 上海证券交易所 主板 603893.SH
4178 山东玻纤 山东玻纤集团股份有限公司 上市 605006 上海证券交易所 主板 605006.SH
4179 海油发展 中海油能源发展股份有限公司 上市 600968 上海证券交易所 主板 600968.SH
4180 华业香料 安徽华业香料股份有限公司 上市 300886 深圳证券交易所 创业板 300886.SZ
4181 朗博科技 常州朗博密封科技股份有限公司 上市 603655 上海证券交易所 主板 603655.SH
4182 德生科技 广东德生科技股份有限公司 上市 002908 深圳证券交易所 主板 002908.SZ
4183 洛凯股份 江苏洛凯机电股份有限公司 上市 603829 上海证券交易所 主板 603829.SH
4184 "风 语 筑" 上海风语筑文化科技股份有限公司 上市 603466 上海证券交易所 主板 603466.SH
4185 中新赛克 深圳市中新赛克科技股份有限公司 上市 002912 深圳证券交易所 主板 002912.SZ
4186 南都物业 南都物业服务集团股份有限公司 上市 603506 上海证券交易所 主板 603506.SH
4187 "天 智 航" 北京天智航医疗科技股份有限公司 上市 688277 上海证券交易所 科创板 688277.SH
4188 华峰测控 北京华峰测控技术股份有限公司 上市 688200 上海证券交易所 科创板 688200.SH
4189 瑞晟智能 浙江瑞晟智能科技股份有限公司 上市 688215 上海证券交易所 科创板 688215.SH
4190 复洁环保 上海复洁环保科技股份有限公司 上市 688335 上海证券交易所 科创板 688335.SH
4191 呈和科技 呈和科技股份有限公司 上市 688625 上海证券交易所 科创板 688625.SH
4192 科美诊断 科美诊断技术股份有限公司 上市 688468 上海证券交易所 科创板 688468.SH
4193 "博 力 威" 广东博力威科技股份有限公司 上市 688345 上海证券交易所 科创板 688345.SH
4194 康拓医疗 西安康拓医疗技术股份有限公司 上市 688314 上海证券交易所 科创板 688314.SH
4195 艾为电子 上海艾为电子技术股份有限公司 上市 688798 上海证券交易所 科创板 688798.SH
4196 复旦微电 上海复旦微电子集团股份有限公司 上市 688385 上海证券交易所 科创板 688385.SH
4197 多瑞医药 西藏多瑞医药股份有限公司 上市 301075 深圳证券交易所 创业板 301075.SZ
4198 观想科技 四川观想科技股份有限公司 上市 301213 深圳证券交易所 创业板 301213.SZ
4199 镇洋发展 浙江镇洋发展股份有限公司 上市 603213 上海证券交易所 主板 603213.SH
4200 和达科技 浙江和达科技股份有限公司 上市 688296 上海证券交易所 科创板 688296.SH
4201 百普赛斯 北京百普赛斯生物科技股份有限公司 上市 301080 深圳证券交易所 创业板 301080.SZ
4202 金鹰重工 金鹰重型工程机械股份有限公司 上市 301048 深圳证券交易所 创业板 301048.SZ
4203 剑桥科技 上海剑桥科技股份有限公司 上市 603083 上海证券交易所 主板 603083.SH
4204 "西 上 海" 西上海汽车服务股份有限公司 上市 605151 上海证券交易所 主板 605151.SH
4205 "科 力 尔" 科力尔电机集团股份有限公司 上市 002892 深圳证券交易所 主板 002892.SZ
4206 德赛西威 惠州市德赛西威汽车电子股份有限公司 上市 002920 深圳证券交易所 主板 002920.SZ
4207 甘李药业 甘李药业股份有限公司 上市 603087 上海证券交易所 主板 603087.SH
4208 翔港科技 上海翔港包装科技股份有限公司 上市 603499 上海证券交易所 主板 603499.SH
4209 上海环境 上海环境集团股份有限公司 上市 601200 上海证券交易所 主板 601200.SH
4210 威高骨科 山东威高骨科材料股份有限公司 上市 688161 上海证券交易所 科创板 688161.SH
4211 中农联合 山东中农联合生物科技股份有限公司 上市 003042 深圳证券交易所 主板 003042.SZ
4212 福莱蒽特 杭州福莱蒽特股份有限公司 上市 605566 上海证券交易所 主板 605566.SH
4213 梦天家居 梦天家居集团股份有限公司 上市 603216 上海证券交易所 主板 603216.SH
4214 宏华数科 杭州宏华数码科技股份有限公司 上市 688789 上海证券交易所 科创板 688789.SH
4215 铁建重工 中国铁建重工集团股份有限公司 上市 688425 上海证券交易所 科创板 688425.SH
4216 莱尔科技 广东莱尔新材料科技股份有限公司 上市 688683 上海证券交易所 科创板 688683.SH
4217 建研设计 安徽省建筑设计研究总院股份有限公司 上市 301167 深圳证券交易所 创业板 301167.SZ
4218 百济神州 百济神州有限公司 上市 688235 上海证券交易所 科创板 688235.SH
4219 真爱美家 浙江真爱美家股份有限公司 上市 003041 深圳证券交易所 主板 003041.SZ
4220 贵绳股份 贵州钢绳股份有限公司 上市 600992 上海证券交易所 主板 600992.SH
4221 "马 应 龙" 马应龙药业集团股份有限公司 上市 600993 上海证券交易所 主板 600993.SH
4222 文山电力 云南文山电力股份有限公司 上市 600995 上海证券交易所 主板 600995.SH
4223 开滦股份 开滦能源化工股份有限公司 上市 600997 上海证券交易所 主板 600997.SH
4224 得邦照明 横店集团得邦照明股份有限公司 上市 603303 上海证券交易所 主板 603303.SH
4225 "广 州 港" 广州港股份有限公司 上市 601228 上海证券交易所 主板 601228.SH
4226 "贝 斯 特" 无锡贝斯特精机股份有限公司 上市 300580 深圳证券交易所 创业板 300580.SZ
4227 华达科技 华达汽车科技股份有限公司 上市 603358 上海证券交易所 主板 603358.SH
4228 华立股份 东莞市华立实业股份有限公司 上市 603038 上海证券交易所 主板 603038.SH
4229 "新 坐 标" 杭州新坐标科技股份有限公司 上市 603040 上海证券交易所 主板 603040.SH
4230 会畅通讯 上海会畅通讯股份有限公司 上市 300578 深圳证券交易所 创业板 300578.SZ
4231 平治信息 杭州平治信息技术股份有限公司 上市 300571 深圳证券交易所 创业板 300571.SZ
4232 诚迈科技 诚迈科技(南京)股份有限公司 上市 300598 深圳证券交易所 创业板 300598.SZ
4233 "周 大 生" 周大生珠宝股份有限公司 上市 002867 深圳证券交易所 主板 002867.SZ
4234 荣晟环保 浙江荣晟环保纸业股份有限公司 上市 603165 上海证券交易所 主板 603165.SH
4235 安正时尚 安正时尚集团股份有限公司 上市 603839 上海证券交易所 主板 603839.SH
4236 百傲化学 大连百傲化学股份有限公司 上市 603360 上海证券交易所 主板 603360.SH
4237 日丰股份 广东日丰电缆股份有限公司 上市 002953 深圳证券交易所 主板 002953.SZ
4238 捷荣技术 东莞捷荣技术股份有限公司 上市 002855 深圳证券交易所 主板 002855.SZ
4239 江山欧派 江山欧派门业股份有限公司 上市 603208 上海证券交易所 主板 603208.SH
4240 "*ST 德新" 德力西新疆交通运输集团股份有限公司 上市 603032 上海证券交易所 主板 603032.SH
4241 "牧 高 笛" 牧高笛户外用品股份有限公司 上市 603908 上海证券交易所 主板 603908.SH
4242 吉大通信 吉林吉大通信设计院股份有限公司 上市 300597 深圳证券交易所 创业板 300597.SZ
4243 "康 隆 达" 浙江康隆达特种防护科技股份有限公司 上市 603665 上海证券交易所 主板 603665.SH
4244 川网传媒 四川新闻网传媒(集团)股份有限公司 上市 300987 深圳证券交易所 创业板 300987.SZ
4245 晨曦航空 西安晨曦航空科技股份有限公司 上市 300581 深圳证券交易所 创业板 300581.SZ
4246 容大感光 深圳市容大感光科技股份有限公司 上市 300576 深圳证券交易所 创业板 300576.SZ
4247 中石科技 北京中石伟业科技股份有限公司 上市 300684 深圳证券交易所 创业板 300684.SZ
4248 江苏租赁 江苏金融租赁股份有限公司 上市 600901 上海证券交易所 主板 600901.SH
4249 天迈科技 郑州天迈科技股份有限公司 上市 300807 深圳证券交易所 创业板 300807.SZ
4250 雪龙集团 雪龙集团股份有限公司 上市 603949 上海证券交易所 主板 603949.SH
4251 "科 沃 斯" 科沃斯机器人股份有限公司 上市 603486 上海证券交易所 主板 603486.SH
4252 "爱 柯 迪" 爱柯迪股份有限公司 上市 600933 上海证券交易所 主板 600933.SH
4253 每日互动 每日互动股份有限公司 上市 300766 深圳证券交易所 创业板 300766.SZ
4254 "贝 斯 美" 绍兴贝斯美化工股份有限公司 上市 300796 深圳证券交易所 创业板 300796.SZ
4255 招商南油 招商局南京油运股份有限公司 上市 601975 上海证券交易所 主板 601975.SH
4256 沪光股份 昆山沪光汽车电器股份有限公司 上市 605333 上海证券交易所 主板 605333.SH
4257 三峰环境 重庆三峰环境集团股份有限公司 上市 601827 上海证券交易所 主板 601827.SH
4258 晶科科技 晶科电力科技股份有限公司 上市 601778 上海证券交易所 主板 601778.SH
4259 华峰铝业 上海华峰铝业股份有限公司 上市 601702 上海证券交易所 主板 601702.SH
4260 凯迪股份 常州市凯迪电器股份有限公司 上市 605288 上海证券交易所 主板 605288.SH
4261 佰奥智能 昆山佰奥智能装备股份有限公司 上市 300836 深圳证券交易所 创业板 300836.SZ
4262 瑞玛精密 苏州瑞玛精密工业股份有限公司 上市 002976 深圳证券交易所 主板 002976.SZ
4263 帝科股份 无锡帝科电子材料股份有限公司 上市 300842 深圳证券交易所 创业板 300842.SZ
4264 "芯 瑞 达" 安徽芯瑞达科技股份有限公司 上市 002983 深圳证券交易所 主板 002983.SZ
4265 康华生物 成都康华生物制品股份有限公司 上市 300841 深圳证券交易所 创业板 300841.SZ
4266 "芯 源 微" 沈阳芯源微电子设备股份有限公司 上市 688037 上海证券交易所 科创板 688037.SH
4267 "金 龙 鱼" 益海嘉里金龙鱼粮油食品股份有限公司 上市 300999 深圳证券交易所 创业板 300999.SZ
4268 九联科技 广东九联科技股份有限公司 上市 688609 上海证券交易所 科创板 688609.SH
4269 诺禾致源 北京诺禾致源科技股份有限公司 上市 688315 上海证券交易所 科创板 688315.SH
4270 菱电电控 武汉菱电汽车电控系统股份有限公司 上市 688667 上海证券交易所 科创板 688667.SH
4271 永和股份 浙江永和制冷股份有限公司 上市 605020 上海证券交易所 主板 605020.SH
4272 "康 斯 特" 北京康斯特仪表科技股份有限公司 上市 300445 深圳证券交易所 创业板 300445.SZ
4273 东土科技 北京东土科技股份有限公司 上市 300353 深圳证券交易所 创业板 300353.SZ
4274 双杰电气 北京双杰电气股份有限公司 上市 300444 深圳证券交易所 创业板 300444.SZ
4275 "皮 阿 诺" 广东皮阿诺科学艺术家居股份有限公司 上市 002853 深圳证券交易所 主板 002853.SZ
4276 亚士创能 亚士创能科技(上海)股份有限公司 上市 603378 上海证券交易所 主板 603378.SH
4277 上海天洋 上海天洋热熔粘接材料股份有限公司 上市 603330 上海证券交易所 主板 603330.SH
4278 茶花股份 茶花现代家居用品股份有限公司 上市 603615 上海证券交易所 主板 603615.SH
4279 泰禾智能 合肥泰禾智能科技集团股份有限公司 上市 603656 上海证券交易所 主板 603656.SH
4280 安靠智电 江苏安靠智能输电工程科技股份有限公司 上市 300617 深圳证券交易所 创业板 300617.SZ
4281 威星智能 浙江威星智能仪表股份有限公司 上市 002849 深圳证券交易所 主板 002849.SZ
4282 贵广网络 贵州省广播电视信息网络股份有限公司 上市 600996 上海证券交易所 主板 600996.SH
4283 新天然气 新疆鑫泰天然气股份有限公司 上市 603393 上海证券交易所 主板 603393.SH
4284 拉芳家化 拉芳家化股份有限公司 上市 603630 上海证券交易所 主板 603630.SH
4285 大千生态 大千生态环境集团股份有限公司 上市 603955 上海证券交易所 主板 603955.SH
4286 广电计量 广州广电计量检测股份有限公司 上市 002967 深圳证券交易所 主板 002967.SZ
4287 "青 岛 港" 青岛港国际股份有限公司 上市 601298 上海证券交易所 主板 601298.SH
4288 捷安高科 郑州捷安高科股份有限公司 上市 300845 深圳证券交易所 创业板 300845.SZ
4289 "*ST 西域" 西域旅游开发股份有限公司 上市 300859 深圳证券交易所 创业板 300859.SZ
4290 "*ST 米奥" 浙江米奥兰特商务会展股份有限公司 上市 300795 深圳证券交易所 创业板 300795.SZ
4291 上海瀚讯 上海瀚讯信息技术股份有限公司 上市 300762 深圳证券交易所 创业板 300762.SZ
4292 "翔 丰 华" 深圳市翔丰华科技股份有限公司 上市 300890 深圳证券交易所 创业板 300890.SZ
4293 博通集成 博通集成电路(上海)股份有限公司 上市 603068 上海证券交易所 主板 603068.SH
4294 交建股份 安徽省交通建设股份有限公司 上市 603815 上海证券交易所 主板 603815.SH
4295 奥普家居 奥普家居股份有限公司 上市 603551 上海证券交易所 主板 603551.SH
4296 中国外运 中国外运股份有限公司 上市 601598 上海证券交易所 主板 601598.SH
4297 龙腾光电 昆山龙腾光电股份有限公司 上市 688055 上海证券交易所 科创板 688055.SH
4298 凯因科技 北京凯因科技股份有限公司 上市 688687 上海证券交易所 科创板 688687.SH
4299 派能科技 上海派能能源科技股份有限公司 上市 688063 上海证券交易所 科创板 688063.SH
4300 科德数控 科德数控股份有限公司 上市 688305 上海证券交易所 科创板 688305.SH
